id,fold
973,1
974,3
975,2
976,4
977,0
978,3
979,3
980,3
981,3
982,2
983,3
984,2
985,1
986,1
987,3
988,2
989,1
990,4
991,3
992,4
993,2
994,3
995,1
996,0
997,3
998,1
999,2
1000,3
1001,1
1002,0
1003,3
1004,3
1005,2
1006,1
1007,0
1008,1
1009,2
1010,1
1011,1
1012,0
1013,4
1014,4
1015,2
1016,4
1017,4
1018,4
1019,3
1020,1
1021,3
1022,2
1023,1
1024,4
1025,0
1026,3
1027,3
1028,1
1029,4
1030,0
1031,1
1032,3
1033,0
1034,2
1035,3
1036,3
1037,2
1038,3
1039,4
1040,2
1041,4
1042,0
1043,3
1044,0
1045,4
1046,4
1047,1
1048,1
1049,3
1050,0
1051,2
1052,0
1053,3
1054,0
1055,4
1056,4
1057,4
1058,4
1059,3
1060,2
1061,0
1062,4
1063,1
1064,1
1065,4
1066,1
1067,1
1068,4
1069,1
1070,4
1071,0
1072,0
1073,2
1074,4
1075,3
1076,3
1077,4
1078,3
1079,0
1080,0
1081,0
1082,2
1083,2
1084,4
1085,3
1086,0
1087,2
1088,0
1089,3
1090,0
1091,2
1092,1
1093,2
1094,0
1095,2
1096,4
1097,4
1098,1
1099,3
1100,2
1101,4
1102,2
1103,3
1104,1
1105,0
1106,3
1107,4
1108,4
1109,0
1110,4
1111,2
1112,4
1113,4
1114,4
1115,4
1116,3
1117,2
1118,4
1119,4
1120,3
1121,3
1122,2
1123,4
1124,1
1125,4
1126,2
1127,0
1128,1
1129,3
1130,3
1131,2
1132,2
1133,4
1134,0
1135,1
1136,0
1137,1
1138,1
1139,1
1140,0
1141,0
1142,3
1143,1
1144,3
1145,2
1146,1
1147,4
1148,3
1149,1
1150,4
1151,1
1152,1
1153,3
1154,4
1155,2
1156,3
1157,3
1158,2
1159,4
1160,2
1161,2
1162,0
1163,4
1164,3
1165,1
1166,4
1167,1
1168,4
1169,3
1170,1
1171,0
1172,1
1173,3
1174,3
1175,2
1176,1
1177,2
1178,2
1179,2
1180,2
1181,1
1182,3
1183,3
1184,4
1185,1
1186,3
1187,3
1188,1
1189,0
1190,3
1191,4
1192,3
1193,0
1194,1
1195,1
1196,2
1197,3
1198,3
1199,2
1200,2
1201,2
1202,4
1203,4
1204,2
1205,4
1206,4
1207,0
1208,2
1209,0
1210,0
1211,0
1212,1
1213,3
1214,0
1215,3
1216,0
1217,1
1218,1
1219,2
1220,1
1221,0
1222,3
1223,3
1224,2
1225,1
1226,1
1227,1
1228,3
1229,3
1230,4
1231,3
1232,3
1233,1
1234,3
1235,1
1236,1
1237,2
1238,4
1239,0
1240,4
1241,2
1242,2
1243,0
1244,4
1245,4
1246,3
1247,1
1248,4
1249,0
1250,3
1251,3
1252,3
1253,1
1254,3
1255,0
1256,0
1257,2
1258,4
1259,1
1260,3
1261,1
1262,1
1263,3
1264,4
1265,0
1266,0
1267,0
1268,2
1269,3
1270,3
1271,4
1272,2
1273,3
1274,1
1275,2
1276,1
1277,4
1278,2
1279,2
1280,2
1281,0
1282,3
1283,4
1284,3
1285,0
1286,0
1287,4
1288,3
1289,3
1290,3
1291,1
1292,4
1293,1
1294,3
1295,0
1296,4
1297,2
1298,4
1299,0
1300,2
1301,3
1302,3
1303,2
1304,2
1305,0
1306,4
1307,1
1308,1
1309,0
1310,0
1311,3
1312,0
1313,1
1314,3
1315,0
1316,1
1317,2
1318,3
1319,4
1320,1
1321,4
1322,4
1323,2
1324,4
1325,4
1326,0
1327,3
1328,0
1329,2
1330,0
1331,1
1332,3
1333,2
1334,3
1335,0
1336,3
1337,4
1338,2
1339,0
1340,3
1341,2
1342,1
1343,1
1344,4
1345,0
1346,3
1347,4
1348,2
1349,4
1350,2
1351,4
1352,1
1353,1
1354,2
1355,4
1356,2
1357,4
1358,2
1359,2
1360,1
1361,0
1362,0
1363,3
1364,1
1365,4
1366,1
1367,0
1368,3
1369,1
1370,4
1371,4
1372,2
1373,3
1374,0
1375,1
1376,4
1377,2
1378,1
1379,2
1380,2
1381,3
1382,2
1383,0
1384,0
1385,3
1386,4
1387,3
1388,4
1389,3
1390,1
1391,0
1392,2
1393,3
1394,0
1395,4
1396,0
1397,3
1398,3
1399,1
1400,4
1401,4
1402,2
1403,4
1404,3
1405,2
1406,0
1407,0
1408,0
1409,1
1410,4
1411,1
1412,1
1413,0
1414,0
1415,3
1416,3
1417,4
1418,0
1419,4
1420,0
1421,1
1422,1
1423,2
1424,0
1425,4
1426,0
1427,2
1428,4
1429,1
1430,0
1431,1
1432,0
1433,0
1434,2
1435,2
1436,3
1437,2
1438,0
1439,3
1440,0
1441,0
1442,0
1443,1
1444,3
1445,4
1446,4
1447,3
1448,3
1449,1
1450,2
1451,0
1452,4
1453,2
1454,4
1455,1
1456,2
1457,3
1458,4
1459,3
1460,3
1461,3
1462,1
1463,1
1464,4
1465,2
1466,1
1467,0
1468,4
1469,4
1470,0
1471,0
1472,2
1473,2
1474,2
1475,1
1476,4
1477,0
1478,2
1479,2
1480,0
1481,1
1482,4
1483,2
1484,2
1485,3
1486,2
1487,3
1488,3
1489,2
1490,3
1491,3
1492,2
1493,2
1494,2
1495,3
1496,1
1497,4
1498,4
1499,4
1500,0
1501,2
1502,3
1503,2
1504,1
1505,4
1506,4
1507,4
1508,3
1509,0
1510,1
1511,0
1512,1
1513,2
1514,1
1515,3
1516,2
1517,2
1518,0
1519,4
1520,4
1521,1
1522,4
1523,4
1524,3
1525,3
1526,0
1527,1
1528,2
1529,3
1530,4
1531,0
1532,2
1533,2
1534,2
1535,4
1536,0
1537,4
1538,3
1539,0
1540,0
1541,3
1542,4
1543,3
1544,0
1545,3
1546,3
1547,3
1548,1
1549,2
1550,3
1551,0
1552,4
1553,2
1554,4
1555,4
1556,3
1557,2
1558,0
1559,2
1560,3
1561,0
1562,4
1563,3
1564,4
1565,4
1566,1
1567,0
1568,2
1569,1
1570,4
1571,1
1572,0
1573,4
1574,2
1575,1
1576,1
1577,2
1578,2
1579,0
1580,3
1581,1
1582,4
1583,1
1584,3
1585,3
1586,4
1587,4
1588,0
1589,2
1590,0
1591,3
1592,1
1593,2
1594,3
1595,0
1596,1
1597,2
1598,0
1599,2
1600,1
1601,0
1602,2
1603,3
1604,4
1605,2
1606,0
1607,1
1608,3
1609,0
1610,4
1611,3
1612,1
1613,3
1614,1
1615,2
1616,3
1617,2
1618,0
1619,3
1620,4
1621,4
1622,1
1623,3
1624,4
1625,1
1626,2
1627,4
1628,4
1629,4
1630,4
1631,1
1632,1
1633,4
1634,2
1635,3
1636,4
1637,2
1638,1
1639,3
1640,0
1641,2
1642,3
1643,4
1644,0
1645,4
1646,3
1647,3
1648,2
1649,0
1650,1
1651,1
1652,0
1653,3
1654,4
1655,3
1656,0
1657,3
1658,3
1659,1
1660,1
1661,1
1662,3
1663,0
1664,3
1665,1
1666,2
1667,4
1668,3
1669,2
1670,3
1671,3
1672,2
1673,3
1674,0
1675,3
1676,0
1677,1
1678,2
1679,2
1680,3
1681,2
1682,0
1683,4
1684,2
1685,0
1686,4
1687,0
1688,0
1689,1
1690,4
1691,0
1692,2
1693,3
1694,0
1695,1
1696,0
1697,0
1698,0
1699,0
1700,3
1701,0
1702,2
1703,1
1704,2
1705,4
1706,1
1707,0
1708,3
1709,1
1710,0
1711,1
1712,4
1713,4
1714,3
1715,3
1716,1
1717,2
1718,3
1719,2
1720,2
1721,2
1722,0
1723,1
1724,3
1725,4
1726,1
1727,2
1728,2
1729,4
1730,1
1731,0
1732,1
1733,2
1734,2
1735,2
1736,3
1737,2
1738,1
1739,3
1740,2
1741,0
1742,1
1743,4
1744,0
1745,1
1746,1
1747,4
1748,4
1749,4
1750,2
1751,1
1752,3
1753,4
1754,0
1755,1
1756,2
1757,1
1758,3
1759,1
1760,3
1761,1
1762,3
1763,0
1764,0
1765,1
1766,2
1767,3
1768,4
1769,0
1770,4
1771,2
1772,2
1773,2
1774,1
1775,3
1776,0
1777,1
1778,0
1779,3
1780,4
1781,1
1782,4
1783,2
1784,3
1785,3
1786,3
1787,1
1788,4
1789,4
1790,2
1791,1
1792,1
1793,4
1794,3
1795,2
1796,2
1797,3
1798,3
1799,0
1800,4
1801,2
1802,4
1803,3
1804,1
1805,4
1806,0
1807,1
1808,3
1809,1
1810,0
1811,2
1812,0
1813,1
1814,0
1815,2
1816,3
1817,1
1818,4
1819,0
1820,1
1821,2
1822,3
1823,0
1824,1
1825,1
1826,4
1827,2
1828,0
1829,4
1830,3
1831,4
1832,4
1833,2
1834,1
1835,2
1836,1
1837,3
1838,1
1839,0
1840,0
1841,2
1842,4
1843,0
1844,0
1845,0
1846,0
1847,4
1848,1
1849,4
1850,1
1851,4
1852,3
1853,3
1854,4
1855,3
1856,3
1857,3
1858,1
1859,1
1860,2
1861,4
1862,3
1863,3
1864,4
1865,4
1866,4
1867,2
1868,3
1869,0
1870,4
1871,1
1872,0
1873,2
1874,1
1875,4
1876,1
1877,4
1878,4
1879,3
1880,2
1881,2
1882,1
1883,3
1884,0
1885,3
1886,4
1887,4
1888,2
1889,4
1890,0
1891,4
1892,1
1893,4
1894,1
1895,2
1896,3
1897,1
1898,1
1899,4
1900,4
1901,2
1902,4
1903,0
1904,3
1905,0
1906,2
1907,3
1908,3
1909,3
1910,0
1911,4
1912,2
1913,3
1914,1
1915,1
1916,4
1917,3
1918,4
1919,1
1920,1
1921,3
1922,4
1923,1
1924,0
1925,1
1926,0
1927,2
1928,2
1929,2
1930,3
1931,3
1932,3
1933,3
1934,2
1935,0
1936,0
1937,4
1938,1
1939,1
1940,1
1941,3
1942,1
1943,2
1944,0
1945,3
1946,2
1947,4
1948,3
1949,1
1950,0
1951,0
1952,4
1953,0
1954,0
1955,3
1956,1
1957,0
1958,1
1959,1
1960,4
1961,4
1962,1
1963,2
1964,2
1965,1
1966,2
1967,2
1968,4
1969,1
1970,3
1971,4
1972,2
1973,2
1974,2
1975,0
1976,0
1977,0
1978,2
1979,2
1980,2
1981,4
1982,2
1983,0
1984,2
1985,1
1986,0
1987,3
1988,4
1989,0
1990,2
1991,3
1992,2
1993,4
1994,2
1995,0
1996,3
1997,2
1998,1
1999,3
2000,2
2001,0
2002,1
2003,0
2004,0
2005,3
2006,2
2007,3
2008,3
2009,4
2010,4
2011,0
2012,4
2013,0
2014,0
2015,3
2016,3
2017,2
2018,1
2019,4
2020,4
2021,4
2022,0
2023,3
2024,1
2025,4
2026,0
2027,3
2028,1
2029,4
2030,0
2031,0
2032,3
2033,3
2034,2
2035,1
2036,1
2037,0
2038,4
2039,0
2040,1
2041,3
2042,0
2043,3
2044,0
2045,4
2046,1
2047,3
2048,2
2049,1
2050,3
2051,0
2052,4
2053,4
2054,1
2055,3
2056,0
2057,2
2058,2
2059,1
2060,4
2061,0
2062,0
2063,0
2064,0
2065,4
2066,1
2067,4
2068,1
2069,4
2070,4
2071,4
2072,1
2073,0
2074,4
2075,3
2076,4
2077,3
2078,1
2079,2
2080,3
2081,1
2082,2
2083,2
2084,4
2085,4
2086,3
2087,4
2088,4
2089,3
2090,2
2091,2
2092,3
2093,1
2094,4
2095,1
2096,1
2097,0
2098,1
2099,1
2100,3
2101,0
2102,4
2103,4
2104,3
2105,2
2106,3
2107,0
2108,4
2109,4
2110,1
2111,4
2112,3
2113,2
2114,0
2115,2
2116,4
2117,2
2118,1
2119,2
2120,0
2121,2
2122,1
2123,2
2124,1
2125,2
2126,1
2127,3
2128,2
2129,3
2130,2
2131,2
2132,4
2133,4
2134,0
2135,0
2136,2
2137,3
2138,0
2139,4
2140,0
2141,3
2142,3
2143,3
2144,2
2145,0
2146,4
2147,2
2148,4
2149,2
2150,0
2151,2
2152,0
2153,2
2154,2
2155,2
2156,0
2157,0
2158,4
2159,4
2160,1
2161,3
2162,4
2163,0
2164,3
2165,4
2166,0
2167,2
2168,2
2169,2
2170,4
2171,2
2172,1
2173,0
2174,4
2175,1
2176,4
2177,4
2178,0
2179,4
2180,0
2181,0
2182,3
2183,2
2184,3
2185,1
2186,2
2187,4
2188,4
2189,3
2190,3
2191,3
2192,2
2193,0
2194,3
2195,1
2196,4
2197,1
2198,2
2199,3
2200,4
2201,3
2202,2
2203,0
2204,3
2205,2
2206,1
2207,2
2208,3
2209,1
2210,1
2211,2
2212,4
2213,0
2214,2
2215,0
2216,1
2217,1
2218,0
2219,2
2220,3
2221,3
2222,1
2223,0
2224,0
2225,2
2226,2
2227,3
2228,4
2229,1
2230,2
2231,1
2232,4
2233,0
2234,3
2235,2
2236,1
2237,1
2238,4
2239,4
2240,2
2241,3
2242,2
2243,2
2244,2
2245,0
2246,1
2247,0
2248,0
2249,2
2250,2
2251,3
2252,0
2253,3
2254,0
2255,0
2256,0
2257,4
2258,4
2259,2
2260,4
2261,1
2262,4
2263,3
2264,3
2265,3
2266,3
2267,0
2268,4
2269,4
2270,0
2271,4
2272,2
2273,0
2274,1
2275,4
2276,3
2277,0
2278,1
2279,1
2280,0
2281,1
2282,3
2283,4
2284,3
2285,1
2286,1
2287,1
2288,2
2289,1
2290,0
2291,3
2292,1
2293,1
2294,4
2295,2
2296,4
2297,1
2298,4
2299,4
2300,3
2301,0
2302,3
2303,1
2304,0
2305,4
2306,2
2307,1
2308,0
2309,1
2310,1
2311,1
2312,4
2313,0
2314,0
2315,3
2316,4
2317,0
2318,3
2319,2
2320,1
2321,3
2322,4
2323,2
2324,0
2325,2
2326,0
2327,3
2328,0
2329,0
2330,4
2331,0
2332,4
2333,1
2334,3
2335,1
2336,4
2337,3
2338,2
2339,2
2340,1
2341,0
2342,1
2343,1
2344,2
2345,4
2346,1
2347,3
2348,1
2349,1
2350,2
2351,1
2352,3
2353,2
2354,2
2355,0
2356,4
2357,2
2358,1
2359,3
2360,3
2361,4
2362,0
2363,0
2364,2
2365,0
2366,2
2367,0
2368,0
2369,2
2370,0
2371,3
2372,0
2373,1
2374,3
2375,0
2376,1
2377,2
2378,0
2379,4
2380,3
2381,1
2382,0
2383,0
2384,1
2385,4
2386,4
2387,1
2388,2
2389,1
2390,3
2391,1
2392,0
2393,2
2394,1
2395,0
2396,4
2397,3
2398,1
2399,0
2400,4
2401,2
2402,3
2403,1
2404,2
2405,1
2406,4
2407,0
2408,0
2409,0
2410,0
2411,1
2412,1
2413,0
2414,3
2415,0
2416,1
2417,1
2418,4
2419,4
2420,1
2421,4
2422,1
2423,3
2424,4
2425,1
2426,0
2427,4
2428,0
2429,1
2430,1
2431,1
2432,0
2433,1
2434,0
2435,4
2436,0
2437,0
2438,0
2439,1
2440,0
2441,1
2442,3
2443,1
2444,2
2445,2
2446,0
2447,0
2448,2
2449,4
2450,2
2451,1
2452,1
2453,3
2454,0
2455,3
2456,0
2457,0
2458,3
2459,4
2460,3
2461,3
2462,2
2463,4
2464,3
2465,2
2466,2
2467,2
2468,1
2469,4
2470,2
2471,0
2472,3
2473,0
2474,2
2475,3
2476,1
2477,3
2478,3
2479,0
2480,4
2481,0
2482,2
2483,1
2484,1
2485,3
2486,4
2487,1
2488,2
2489,4
2490,4
2491,4
2492,2
2493,3
2494,0
2495,1
2496,1
2497,2
2498,3
2499,1
2500,0
2501,2
2502,3
2503,3
2504,1
2505,4
2506,3
2507,1
2508,2
2509,4
2510,0
2511,0
2512,0
2513,0
2514,1
2515,1
2516,1
2517,4
2518,1
2519,4
2520,4
2521,1
2522,0
2523,4
2524,4
2525,4
2526,1
2527,2
2528,3
2529,3
2530,2
2531,2
2532,4
2533,2
2534,1
2535,4
2536,4
2537,1
2538,0
2539,4
2540,3
2541,0
2542,4
2543,2
2544,4
2545,2
2546,2
2547,0
2548,1
2549,4
2550,1
2551,4
2552,2
2553,1
2554,0
2555,0
2556,0
2557,1
2558,4
2559,2
2560,0
2561,0
2562,4
2563,0
2564,0
2565,2
2566,2
2567,2
2568,1
2569,2
2570,2
2571,4
2572,1
2573,2
2574,1
2575,0
2576,1
2577,1
2578,1
2579,2
2580,1
2581,0
2582,4
2583,4
2584,1
2585,0
2586,3
2587,3
2588,4
2589,2
2590,1
2591,3
2592,4
2593,0
2594,2
2595,3
2596,0
2597,3
2598,0
2599,0
2600,3
2601,4
2602,0
2603,4
2604,2
2605,0
2606,3
2607,2
2608,0
2609,4
2610,0
2611,2
2612,2
2613,2
2614,1
2615,4
2616,1
2617,0
2618,3
2619,3
2620,0
2621,1
2622,1
2623,0
2624,2
2625,0
2626,4
2627,1
2628,0
2629,2
2630,1
2631,4
2632,1
2633,3
2634,1
2635,3
2636,2
2637,0
2638,1
2639,4
2640,3
2641,2
2642,1
2643,3
2644,1
2645,0
2646,0
2647,2
2648,2
2649,1
2650,2
2651,4
2652,4
2653,2
2654,3
2655,1
2656,2
2657,3
2658,3
2659,1
2660,3
2661,4
2662,2
2663,1
2664,1
2665,4
2666,4
2667,2
2668,3
2669,4
2670,0
2671,3
2672,3
2673,2
2674,4
2675,3
2676,3
2677,2
2678,1
2679,0
2680,1
2681,3
2682,2
2683,2
2684,3
2685,0
2686,0
2687,3
2688,2
2689,2
2690,0
2691,2
2692,4
2693,1
2694,3
2695,3
2696,3
2697,0
2698,1
2699,4
2700,1
2701,0
2702,1
2703,4
2704,0
2705,0
2706,2
2707,1
2708,1
2709,2
2710,4
2711,3
2712,0
2713,3
2714,1
2715,3
2716,0
2717,3
2718,3
2719,0
2720,0
2721,3
2722,2
2723,2
2724,2
2725,1
2726,2
2727,0
2728,1
2729,3
2730,4
2731,2
2732,1
2733,1
2734,4
2735,4
2736,4
2737,4
2738,0
2739,0
2740,0
2741,4
2742,4
2743,3
2744,3
2745,0
2746,2
2747,1
2748,3
2749,3
2750,1
2751,2
2752,3
2753,4
2754,1
2755,0
2756,4
2757,4
2758,4
2759,2
2760,2
2761,4
2762,2
2763,1
2764,3
2765,3
2766,0
2767,1
2768,1
2769,3
2770,3
2771,1
2772,0
2773,0
2774,4
2775,2
2776,3
2777,4
2778,3
2779,3
2780,0
2781,3
2782,3
2783,2
2784,0
2785,2
2786,2
2787,4
2788,1
2789,4
2790,2
2791,0
2792,2
2793,0
2794,1
2795,0
2796,1
2797,0
2798,4
2799,0
2800,4
2801,1
2802,3
2803,3
2804,3
2805,3
2806,2
2807,0
2808,3
2809,2
2810,3
2811,0
2812,0
2813,1
2814,4
2815,0
2816,3
2817,0
2818,3
2819,0
2820,1
2821,4
2822,3
2823,0
2824,2
2825,2
2826,1
2827,2
2828,0
2829,2
2830,1
2831,1
2832,0
2833,2
2834,0
2835,0
2836,0
2837,0
2838,2
2839,3
2840,3
2841,1
2842,1
2843,1
2844,4
2845,3
2846,0
2847,0
2848,2
2849,0
2850,0
2851,1
2852,4
2853,0
2854,0
2855,3
2856,3
2857,2
2858,4
2859,1
2860,1
2861,2
2862,1
2863,1
2864,4
2865,2
2866,3
2867,2
2868,1
2869,1
2870,4
2871,1
2872,3
2873,2
2874,2
2875,2
2876,2
2877,1
2878,4
2879,4
2880,0
2881,1
2882,3
2883,4
2884,2
2885,0
2886,2
2887,0
2888,0
2889,2
2890,1
2891,1
2892,2
2893,1
2894,3
2895,1
2896,1
2897,4
2898,0
2899,0
2900,4
2901,1
2902,1
2903,4
2904,0
2905,4
2906,4
2907,4
2908,2
2909,0
2910,1
2911,3
2912,1
2913,2
2914,1
2915,1
2916,0
2917,0
2918,0
2919,3
2920,3
2921,1
2922,4
2923,4
2924,0
2925,4
2926,2
2927,1
2928,4
2929,0
2930,1
2931,0
2932,4
2933,0
2934,2
2935,0
2936,2
2937,1
2938,0
2939,1
2940,4
2941,3
2942,4
2943,4
2944,1
2945,1
2946,4
2947,2
2948,3
2949,1
2950,4
2951,2
2952,0
2953,4
2954,3
2955,1
2956,4
2957,4
2958,0
2959,0
2960,4
2961,4
2962,0
2963,1
2964,3
2965,1
2966,1
2967,4
2968,2
2969,2
2970,0
2971,2
2972,4
2973,2
2974,1
2975,2
2976,1
2977,1
2978,0
2979,0
2980,1
2981,4
2982,1
2983,4
2984,3
2985,3
2986,3
2987,0
2988,3
2989,0
2990,3
2991,1
2992,3
2993,1
2994,1
2995,1
2996,4
2997,2
